id,champion1_team1,champion2_team1,champion3_1,champion4_team1,champion5_team1,champion1_team2,champion2_team2,champion3_team2,champion4_team2,champion5_team2,winner
10049,Fiddlesticks,Janna,Kai'Sa,Urgot,Vel'Koz,Morgana,Olaf,Sylas,Tristana,Zed,team2
10050,Camille,Graves,Morgana,Swain,Tristana,Caitlyn,Jarvan IV,Shen,Soraka,Viktor,team2
10051,Jhin,Katarina,Kayn,Nasus,Thresh,Caitlyn,Garen,Morgana,Nunu & Willump,Vel'Koz,team1
10052,Brand,Caitlyn,Lux,Nasus,Nunu & Willump,Gangplank,Jhin,Kayn,Lucian,Pyke,team2
10053,Darius,Kai'Sa,Pyke,Sylas,Warwick,Caitlyn,Fiddlesticks,Shen,Zed,Zyra,team2
10054,Caitlyn,Fiora,Leona,Nunu & Willump,Vladimir,Akali,Irelia,Kayn,Pyke,Vayne,team2
10055,Jhin,Kayn,Lux,Mordekaiser,Sona,Akali,Ashe,Camille,Nunu & Willump,Rakan,team2
10056,Jhin,Lee Sin,Leona,Mordekaiser,Yone,Gangplank,Lux,Miss Fortune,Rengar,Yone,team1
10057,Akali,Jhin,Singed,Tahm Kench,Yone,Kayn,Lux,Morgana,Ornn,Vayne,team2
10058,Diana,Ezreal,Kled,Pyke,Shyvana,Ahri,Gnar,Sett,Xayah,Yone,team1
10059,Ashe,Garen,Jarvan IV,Nautilus,Neeko,Annie,Kai'Sa,Karthus,Nasus,Thresh,team2
10060,Caitlyn,Sejuani,Senna,Tryndamere,Xin Zhao,Ashe,Jax,Lissandra,Malphite,Rakan,team1
10061,Draven,Fiora,Karma,Shyvana,Vel'Koz,Ashe,Corki,Garen,Hecarim,Lux,team1
10062,Blitzcrank,Graves,Lucian,Ryze,Yone,Ashe,Irelia,Lee Sin,Morgana,Viktor,team2
10063,Darius,Lucian,Pyke,Skarner,Yone,Diana,Miss Fortune,Shyvana,Sona,Wukong,team2
10064,Ahri,Ashe,Kayn,Shen,Singed,Darius,Lucian,Master Yi,Pyke,Vladimir,team2
10065,Malphite,Master Yi,Ornn,Yasuo,Yone,Kai'Sa,Lee Sin,Leona,Rumble,Sett,team1
10066,Akali,Darius,Draven,Lucian,Yuumi,Galio,Graves,Heimerdinger,Senna,Yone,team2
10067,Ekko,Kennen,Lillia,Olaf,Sett,Kayn,Mordekaiser,Neeko,Tristana,Yasuo,team1
10068,Ezreal,Irelia,Kled,Thresh,Zac,Jhin,Master Yi,Urgot,Yasuo,Zilean,team2
10069,Ezreal,Kayn,Sylas,Yasuo,Zyra,Ekko,Lucian,Master Yi,Sett,Yuumi,team2
10070,Aphelios,Katarina,Master Yi,Morgana,Yone,Master Yi,Sett,Shaco,Syndra,Yasuo,team2
10071,Annie,Blitzcrank,Caitlyn,Lee Sin,Rengar,Akali,Kog'Maw,Nami,Rammus,Yasuo,team2
10072,Ekko,Ezreal,Pantheon,Singed,Zed,Blitzcrank,Kha'Zix,Orianna,Sett,Yasuo,team1
10073,Caitlyn,Mordekaiser,Nocturne,Shen,Thresh,Aphelios,Irelia,Lissandra,Morgana,Qiyana,team1
10074,Blitzcrank,Kai'Sa,Renekton,Shaco,Yone,Jinx,Lulu,Morgana,Nocturne,Trundle,team2
10075,Lillia,Lulu,Orianna,Vayne,Yone,Akali,Amumu,Caitlyn,Irelia,Lux,team1
10076,Amumu,Jhin,Nautilus,Neeko,Vladimir,Jax,Kindred,Sett,Teemo,Tristana,team1
10077,Kai'Sa,Nami,Qiyana,Rek'Sai,Urgot,Lulu,Malzahar,Shen,Tahm Kench,Twitch,team2
10078,Jhin,Qiyana,Sett,Soraka,Teemo,Akali,Dr. Mundo,Miss Fortune,Pyke,Rammus,team2
10079,Caitlyn,Graves,Lux,Malphite,Poppy,Amumu,Cassiopeia,Miss Fortune,Pyke,Tristana,team2
10080,Ivern,Jhin,Ornn,Qiyana,Vel'Koz,Brand,Galio,Miss Fortune,Sett,Vi,team2
10081,Azir,Lee Sin,Lulu,Twitch,Wukong,Ezreal,Fiddlesticks,Gangplank,Sett,Thresh,team2
10082,Annie,Hecarim,Kalista,Sett,Thresh,Akali,Amumu,Camille,Kai'Sa,Nautilus,team2
10083,Aatrox,Jhin,Kha'Zix,Leona,Lux,Hecarim,Katarina,Kayle,Miss Fortune,Rakan,team2
10084,Cho'Gath,Kled,Kog'Maw,Neeko,Senna,Bard,Fiora,Irelia,Jhin,Warwick,team1
10085,Akali,Gnar,Kayn,Lulu,Vayne,Ashe,Darius,Diana,Yuumi,Zac,team2
10086,Darius,Evelynn,Lulu,Twitch,Yone,Ashe,Gnar,Lux,Neeko,Volibear,team2
10087,Garen,Kayn,Nautilus,Twitch,Vel'Koz,Amumu,Lulu,Sion,Vayne,Yasuo,team2
10088,Orianna,Tryndamere,Twitch,Vi,Yuumi,Jhin,Lulu,Urgot,Veigar,Warwick,team2
10089,Irelia,Lissandra,Lulu,Nunu & Willump,Twitch,Ekko,Kai'Sa,Nautilus,Nocturne,Renekton,team1
10090,Jhin,Mordekaiser,Renekton,Thresh,Vi,Akali,Amumu,Jinx,Urgot,Yuumi,team2
10091,Brand,Braum,Fiora,Jhin,Sejuani,Renekton,Sylas,Thresh,Tristana,Vi,team2
10092,Azir,Jinx,Master Yi,Pyke,Senna,Kai'Sa,Shen,Sylas,Thresh,Vi,team2
10093,Jinx,Lux,Rengar,Talon,Vi,Jhin,Maokai,Sylas,Thresh,Volibear,team1
10094,Amumu,Fizz,Illaoi,Jinx,Thresh,Ahri,Caitlyn,Master Yi,Ornn,Senna,team1
10095,Bard,Kindred,LeBlanc,Lucian,Shen,Aphelios,Camille,Elise,Thresh,Viktor,team1
10096,Azir,Blitzcrank,Caitlyn,Hecarim,Malphite,Ezreal,Lee Sin,Qiyana,Swain,Thresh,team2
10097,Ashe,Lillia,Lux,Neeko,Shen,Aphelios,Gnar,Sylas,Thresh,Vi,team2
10098,Heimerdinger,Lucian,Lux,Olaf,Poppy,Azir,Camille,Jhin,Thresh,Vi,team1
10099,Ekko,Senna,Thresh,Vayne,Yasuo,Darius,Lillia,Lucian,Orianna,Rakan,team1
10100,Ezreal,Shen,Sona,Udyr,Viktor,Kayn,Lulu,Sylas,Varus,Yone,team1
10101,Garen,Janna,Kai'Sa,Maokai,Yasuo,Jhin,Lillia,Nasus,Pyke,Zoe,team2
10102,Garen,Kayn,Morgana,Senna,Yone,Ashe,Brand,Illaoi,Morgana,Volibear,team2
10103,Garen,Janna,Jhin,Olaf,Ziggs,Hecarim,Lucian,Ornn,Thresh,Zoe,team1
10104,Darius,Hecarim,Kai'Sa,Nautilus,Twisted Fate,Ashe,Evelynn,Illaoi,Irelia,Lux,team2
10105,Caitlyn,Ekko,Gangplank,Senna,Vladimir,Ezreal,Garen,Hecarim,Swain,Zyra,team1
10106,Caitlyn,Morgana,Renekton,Singed,Xin Zhao,Bard,Garen,Ivern,Jhin,Sylas,team2
10107,Evelynn,Garen,Jhin,Leona,Urgot,Kayn,Miss Fortune,Nami,Sett,Veigar,team2
10108,Garen,Kayn,Lucian,Taric,Twitch,Camille,Jhin,Lee Sin,Neeko,Shen,team2
10109,Ekko,Kai'Sa,Urgot,Zed,Zyra,Braum,Lucian,Singed,Vel'Koz,Zac,team1
10110,Caitlyn,Ekko,Jax,Lulu,Vel'Koz,Akali,Jinx,Mordekaiser,Thresh,Wukong,team1
10111,Aatrox,Caitlyn,Katarina,Kayn,Thresh,Diana,Gragas,Riven,Yasuo,Yuumi,team1
10112,Jhin,Nasus,Nunu & Willump,Senna,Yasuo,Jhin,Kayle,Lux,Nocturne,Yone,team1
10113,Lillia,Varus,Warwick,Yasuo,Zed,Ezreal,Galio,Kayle,Rakan,Warwick,team2
10114,Galio,Kayle,Kog'Maw,Nunu & Willump,Vi,Kayn,Lucian,Lux,Nasus,Sylas,team2
10115,Jax,Miss Fortune,Morgana,Xin Zhao,Yasuo,Kennen,Rakan,Xayah,Xin Zhao,Yasuo,team1
10116,Morgana,Renekton,Vayne,Zac,Zilean,Akali,Jax,Kai'Sa,Volibear,Zyra,team2
10117,Galio,Vayne,Volibear,Xerath,Yone,Ashe,Graves,Malzahar,Mordekaiser,Thresh,team2
10118,Ekko,Jinx,Lulu,Ornn,Pantheon,Akali,Ashe,Nautilus,Rek'Sai,Volibear,team2
10119,Darius,Garen,Lux,Rakan,Xayah,Brand,Rengar,Sivir,Teemo,Zilean,team1
10120,Aphelios,Darius,Lillia,Sona,Zed,Ashe,Katarina,Nocturne,Pyke,Riven,team1
10121,Sett,Thresh,Udyr,Vayne,Yasuo,Akali,Jax,Kled,Miss Fortune,Pyke,team2
10122,Irelia,Jhin,Rammus,Sona,Yasuo,Galio,Lucian,Lux,Malphite,Zac,team2
10123,Akali,Ezreal,Jarvan IV,Swain,Twisted Fate,Ahri,Dr. Mundo,Jhin,Master Yi,Soraka,team2
10124,Jax,Jinx,Nasus,Pyke,Veigar,Akali,Ashe,Fizz,Hecarim,Soraka,team2
10125,Alistar,Ashe,Graves,Lillia,Nasus,Fizz,Kayn,Sona,Vayne,Volibear,team1
10126,Fizz,Hecarim,Vayne,Vel'Koz,Yone,Caitlyn,Lux,Ryze,Skarner,Zed,team1
10127,Caitlyn,Hecarim,Lulu,Yasuo,Yorick,Darius,Galio,Jhin,Lillia,Senna,team2
10128,Camille,Jax,Swain,Varus,Zed,Bard,Jarvan IV,Jhin,Nasus,Veigar,team1
10129,Bard,Jhin,Nidalee,Warwick,Zed,Caitlyn,Nasus,Rammus,Renekton,Soraka,team2
10130,Braum,Caitlyn,Kled,Tristana,Volibear,Ashe,Lulu,Malzahar,Nautilus,Vi,team1
10131,Amumu,Karma,Teemo,Varus,Veigar,Ezreal,Lee Sin,Thresh,Viktor,Ziggs,team1
10132,Caitlyn,Morgana,Sylas,Urgot,Vi,Jhin,Rek'Sai,Swain,Teemo,Yone,team1
10133,Pyke,Tristana,Urgot,Xin Zhao,Ziggs,Jhin,Lulu,Lux,Rammus,Teemo,team1
10134,Kai'Sa,Leona,Rammus,Teemo,Wukong,Akali,Malzahar,Pantheon,Trundle,Yasuo,team1
10135,Kayn,Leona,Lulu,Miss Fortune,Yone,Jhin,Master Yi,Mordekaiser,Senna,Singed,team2
10136,Ashe,Neeko,Rammus,Teemo,Thresh,Ahri,Senna,Shaco,Urgot,Varus,team1
10137,Lucian,Rammus,Senna,Sion,Veigar,Ashe,Master Yi,Shen,Thresh,Yone,team1
10138,Elise,Lucian,Lulu,Tahm Kench,Teemo,Jhin,Thresh,Urgot,Volibear,Yasuo,team2
10139,Katarina,Lux,Teemo,Vayne,Warwick,Ahri,Gnar,Graves,Olaf,Swain,team2
10140,Ahri,Sett,Vayne,Xin Zhao,Yuumi,Ekko,Ezreal,Hecarim,Pyke,Shyvana,team1
10141,Kai'Sa,Kassadin,Lux,Sett,Xin Zhao,Akali,Kayn,Pyke,Senna,Yone,team2
10142,Evelynn,Galio,Jhin,Karma,Yone,Ahri,Ezreal,Kayle,Nocturne,Pyke,team2
10143,Katarina,Lux,Nocturne,Twitch,Vayne,Akali,Ekko,Ezreal,Kayle,Rakan,team2
10144,Caitlyn,Evelynn,Kayle,Morgana,Yasuo,Ashe,Draven,Lee Sin,Poppy,Zed,team2
10145,Diana,Kayle,Morgana,Vayne,Zed,Fiddlesticks,Lissandra,Senna,Teemo,Yasuo,team2
10146,Annie,Caitlyn,Garen,Morgana,Nocturne,Akali,Ashe,Nasus,Rakan,Shyvana,team2
10147,Fiddlesticks,Lucian,Mordekaiser,Taric,Yorick,Akali,Ashe,Lux,Urgot,Vi,team1
10148,Ahri,Ezreal,Garen,Graves,Yuumi,Caitlyn,Pyke,Singed,Vi,Yasuo,team1
10149,Ezreal,Jax,Leona,Neeko,Ornn,Ahri,Lee Sin,Lux,Miss Fortune,Shen,team2
10150,Akali,Ekko,Ryze,Senna,Zilean,Camille,Janna,Jhin,Kayn,Orianna,team2
10151,Diana,Irelia,Morgana,Rammus,Tristana,Ahri,Brand,Dr. Mundo,Draven,Lee Sin,team2
10152,Caitlyn,Fizz,Morgana,Shaco,Vi,Gangplank,Hecarim,Lux,Twitch,Yuumi,team2
10153,Ezreal,Lux,Rengar,Tryndamere,Yone,Garen,Jhin,Pyke,Shen,Trundle,team1
10154,Irelia,Jinx,Kha'Zix,Nautilus,Yasuo,Bard,Kalista,Kennen,Neeko,Skarner,team1
10155,Galio,Hecarim,Janna,Tristana,Zoe,Alistar,Kai'Sa,Kha'Zix,Lulu,Nasus,team1
10156,Gangplank,Hecarim,Kalista,Pantheon,Syndra,Brand,Caitlyn,Kha'Zix,Nasus,Yone,team1
10157,Jax,Jinx,Lux,Nunu & Willump,Yone,Akali,Nautilus,Tristana,Varus,Vi,team2
10158,Akali,Kindred,Nautilus,Tristana,Yone,Ashe,Orianna,Taric,Warwick,Xayah,team2
10159,Garen,Lee Sin,Lillia,Lux,Miss Fortune,Cho'Gath,Katarina,Pyke,Shyvana,Xayah,team1
10160,Katarina,Kindred,Pyke,Sett,Yasuo,Cho'Gath,Lux,Miss Fortune,Ryze,Trundle,team1
10161,Ezreal,Kai'Sa,Kalista,Pyke,Yone,Annie,Leona,Miss Fortune,Taric,Warwick,team1
10162,Jhin,Lux,Shyvana,Urgot,Zoe,Ahri,Garen,Miss Fortune,Sona,Twitch,team1
10163,Ahri,Kindred,Miss Fortune,Sett,Yuumi,Aphelios,Blitzcrank,Pantheon,Qiyana,Vladimir,team1
10164,Jhin,Katarina,Lee Sin,Leona,Vayne,Akali,Sett,Xin Zhao,Yasuo,Yorick,team2
10165,Hecarim,Karma,Katarina,Lux,Miss Fortune,Azir,Lillia,Nasus,Xayah,Yuumi,team2
10166,Caitlyn,Fiora,Jax,Yone,Zilean,Ahri,Evelynn,Irelia,Kai'Sa,Rakan,team1
10167,Jhin,Rakan,Soraka,Taric,Yone,Camille,Ezreal,Pyke,Warwick,Zoe,team2
10168,Ashe,Karma,Nasus,Shen,Yasuo,Garen,Kindred,Lux,Rakan,Tristana,team1
10169,Aatrox,Jinx,Lux,Nami,Sejuani,Annie,Rakan,Sett,Shen,Yasuo,team2
10170,Akali,Janna,Kayle,Kayn,Vayne,Ekko,Pantheon,Shyvana,Twisted Fate,Veigar,team1
10171,Akali,Illaoi,Karma,Twitch,Vi,Jayce,Rakan,Senna,Sett,Teemo,team1
10172,Caitlyn,Graves,Nasus,Rakan,Twisted Fate,Ashe,Soraka,Teemo,Udyr,Zed,team2
10173,Caitlyn,Darius,Malphite,Sona,Volibear,Ashe,Gnar,Master Yi,Rakan,Yasuo,team1
10174,Annie,Ashe,Jayce,Veigar,Warwick,Kayn,Malphite,Tahm Kench,Teemo,Yasuo,team2
10175,Ashe,Cho'Gath,Senna,Twisted Fate,Vi,Kindred,Tryndamere,Vayne,Vel'Koz,Zoe,team1
10176,Draven,Trundle,Tryndamere,Vladimir,Zyra,Jax,Jhin,Rakan,Shen,Wukong,team1
10177,Akali,Janna,Jax,Vayne,Yone,Irelia,Jinx,Kayn,Kennen,Sona,team2
10178,Kayn,Senna,Syndra,Vladimir,Yasuo,Ezreal,Garen,Karma,Katarina,Warwick,team1
10179,Ekko,Kai'Sa,Lulu,Ornn,Zed,Kayle,Malphite,Trundle,Vayne,Veigar,team2
10180,Garen,Hecarim,Master Yi,Qiyana,Yasuo,Aurelion Sol,Kalista,Lillia,Teemo,Volibear,team1
10181,Darius,Ezreal,Leona,Sylas,Yasuo,Aurelion Sol,Blitzcrank,Jarvan IV,Jhin,Shen,team2
10182,Braum,Ekko,Lucian,Xin Zhao,Yone,Caitlyn,Kha'Zix,Mordekaiser,Nami,Pyke,team1
10183,Braum,Kayle,Kayn,Lucian,Veigar,Amumu,Fiora,Galio,Lux,Sona,team2
10184,Caitlyn,Galio,Kayn,Malphite,Thresh,Ahri,Janna,Jarvan IV,Kai'Sa,Poppy,team1
10185,Caitlyn,Pantheon,Sett,Yuumi,Zac,Blitzcrank,Ezreal,Shaco,Shen,Sylas,team2
10186,Ashe,Braum,Lissandra,Nunu & Willump,Sett,Hecarim,Kalista,Malzahar,Thresh,Zac,team2
10187,Ashe,Braum,Lissandra,Nunu & Willump,Sejuani,Dr. Mundo,Kayn,Leona,Vayne,Xerath,team2
10188,Ekko,Kai'Sa,Nautilus,Rammus,Renekton,Akali,Blitzcrank,Nunu & Willump,Vayne,Wukong,team2
10189,Akali,Kai'Sa,Leona,Lucian,Vi,Ashe,Blitzcrank,Lillia,Nocturne,Wukong,team1
10190,Fiora,Lucian,Lux,Mordekaiser,Zed,Janna,Master Yi,Rumble,Syndra,Varus,team1
10191,Ahri,Ashe,Evelynn,Lux,Volibear,Anivia,Ezreal,Lee Sin,Renekton,Yone,team2
10192,Miss Fortune,Rumble,Sett,Shaco,Yone,Alistar,Evelynn,Garen,Sylas,Vayne,team1
10193,Garen,Senna,Volibear,Yasuo,Yuumi,Ahri,Jax,Jhin,Kennen,Sett,team1
10194,Kayle,Kayn,Miss Fortune,Nautilus,Ryze,Ashe,Kled,Leona,Nidalee,Yasuo,team1
10195,Aphelios,Darius,Galio,Jax,Sett,Akali,Lee Sin,Lucian,Senna,Yone,team1
10196,Ezreal,Morgana,Teemo,Veigar,Volibear,Ekko,Jinx,Thresh,Urgot,Vladimir,team1
10197,Irelia,Lissandra,Morgana,Tryndamere,Vayne,Bard,Irelia,Lucian,Teemo,Volibear,team1
10198,Akali,Miss Fortune,Renekton,Vel'Koz,Volibear,Ekko,Morgana,Ryze,Shen,Vayne,team1
10199,Kai'Sa,Nasus,Soraka,Vi,Yone,Draven,Fizz,Kayn,Mordekaiser,Morgana,team1
10200,Ezreal,Kayle,Lux,Rengar,Sona,Ashe,Soraka,Sylas,Syndra,Wukong,team1
10201,Ashe,Galio,Olaf,Pyke,Teemo,Ahri,Aphelios,Nasus,Xin Zhao,Yuumi,team2
10202,Fiora,Jhin,Lee Sin,Sett,Veigar,Irelia,Taric,Tristana,Vi,Viktor,team2
10203,Cho'Gath,Corki,Ezreal,Kayn,Sona,Darius,Jhin,Sejuani,Taric,Yone,team1
10204,Ashe,Garen,Sett,Warwick,Yone,Fiddlesticks,Sivir,Sona,Wukong,Yasuo,team1
10205,Ashe,Braum,Cassiopeia,Renekton,Warwick,Amumu,Jhin,Lucian,Pantheon,Twisted Fate,team2
10206,Cassiopeia,Lee Sin,Sivir,Teemo,Thresh,Alistar,Graves,Kalista,Nocturne,Orianna,team1
10207,Master Yi,Miss Fortune,Mordekaiser,Sona,Vel'Koz,Jhin,Sejuani,Thresh,Yasuo,Yone,team1
10208,Akali,Hecarim,Lulu,Miss Fortune,Talon,Fizz,Nasus,Vayne,Warwick,Xerath,team1
10209,Nautilus,Shen,Tristana,Yone,Zac,Ahri,Draven,Kayn,Olaf,Sona,team1
10210,Ahri,Blitzcrank,Draven,Garen,Trundle,Fiora,Jax,Kai'Sa,Thresh,Yasuo,team1
10211,Jhin,Kindred,Lux,Sett,Yone,Ashe,Leona,Talon,Urgot,Warwick,team1
10212,Ezreal,Lux,Nasus,Vi,Yasuo,Brand,Jhin,Kayn,Urgot,Veigar,team1
10213,Miss Fortune,Shen,Teemo,Volibear,Yone,Ahri,Draven,Galio,Jax,Lee Sin,team1
10214,Ashe,Heimerdinger,Kha'Zix,Mordekaiser,Soraka,Kindred,Nautilus,Sett,Yasuo,Yone,team1
10215,Caitlyn,LeBlanc,Sett,Vladimir,Warwick,Illaoi,Malphite,Tristana,Yone,Zed,team2
10216,Jax,Lux,Miss Fortune,Ryze,Tryndamere,Caitlyn,Katarina,Nocturne,Ornn,Sona,team1
10217,Hecarim,Heimerdinger,Irelia,Janna,Vayne,Fiora,Kai'Sa,Katarina,Kayn,Morgana,team2
10218,Jarvan IV,Jinx,Katarina,Lux,Malphite,Ekko,Kai'Sa,Tahm Kench,Teemo,Volibear,team2
10219,Darius,Jinx,Katarina,Lee Sin,Nami,Akali,Ashe,Elise,Lux,Sett,team1
10220,Alistar,Aphelios,Kha'Zix,Nasus,Yasuo,Caitlyn,Katarina,Master Yi,Morgana,Pantheon,team2
10221,Caitlyn,Evelynn,Heimerdinger,Illaoi,Nami,Cassiopeia,Gnar,Katarina,Master Yi,Morgana,team1
10222,Fiddlesticks,Illaoi,Katarina,Morgana,Tristana,Draven,Galio,Lee Sin,Thresh,Yone,team2
10223,Ashe,Jhin,Nasus,Udyr,Zed,Caitlyn,Ekko,Katarina,Renekton,Thresh,team2
10224,Ahri,Akali,Sejuani,Thresh,Vayne,Jax,Katarina,Tristana,Tryndamere,Vel'Koz,team2
10225,Bard,Lucian,Quinn,Veigar,Warwick,Evelynn,Garen,Kalista,Malphite,Neeko,team1
10226,Riven,Teemo,Thresh,Vayne,Warwick,Akali,Gangplank,Jinx,Kindred,Sona,team1
10227,Evelynn,Garen,Kai'Sa,Neeko,Soraka,Ahri,Jax,Lux,Morgana,Vayne,team2
10228,Irelia,Varus,Warwick,Yuumi,Zoe,Caitlyn,Kayle,LeBlanc,Nami,Sett,team2
10229,Caitlyn,Kindred,Lulu,Teemo,Zed,Evelynn,Katarina,Leona,Lucian,Mordekaiser,team2
10230,Evelynn,LeBlanc,Nami,Teemo,Yone,Jayce,Kayle,Miss Fortune,Nautilus,Vi,team2
10231,Jayce,Lux,Rumble,Twitch,Volibear,Akali,Kayn,Sion,Soraka,Varus,team2
10232,Blitzcrank,Caitlyn,Darius,Ekko,Sejuani,Lux,Shaco,Sivir,Urgot,Yone,team2
10233,Caitlyn,Darius,Nautilus,Tristana,Warwick,Ezreal,Illaoi,Master Yi,Thresh,Yasuo,team1
10234,Morgana,Shaco,Syndra,Tristana,Urgot,Akali,Gnar,Jhin,Sett,Sylas,team1
10235,Diana,Kai'Sa,Mordekaiser,Sett,Warwick,Cho'Gath,Ekko,Graves,Pyke,Vayne,team1
10236,Garen,Jax,Morgana,Tristana,Yasuo,Evelynn,Nasus,Syndra,Twitch,Volibear,team2
10237,Ahri,Ashe,Irelia,Morgana,Warwick,Brand,Draven,Jax,Sett,Tristana,team2
10238,Amumu,Fiora,Miss Fortune,Pyke,Talon,Lucian,Mordekaiser,Olaf,Sona,Vel'Koz,team2
10239,Ezreal,Nautilus,Shaco,Tristana,Urgot,Heimerdinger,Jhin,Kayn,Morgana,Riven,team2
10240,Amumu,Ezreal,Morgana,Rumble,Yone,Katarina,Miss Fortune,Teemo,Vel'Koz,Warwick,team1
10241,Draven,Graves,Janna,Volibear,Yone,Darius,Ezreal,Gragas,Janna,Twisted Fate,team2
10242,Ahri,Caitlyn,Lillia,Yone,Yuumi,Kha'Zix,LeBlanc,Lucian,Rengar,Taric,team2
10243,Ahri,Kayle,Morgana,Senna,Yone,Diana,Lucian,Lux,Pantheon,Vladimir,team2
10244,Lee Sin,Morgana,Orianna,Rumble,Yone,Master Yi,Miss Fortune,Sett,Tryndamere,Zed,team2
10245,Ahri,Jhin,Shaco,Sylas,Urgot,LeBlanc,Rumble,Twitch,Warwick,Yuumi,team1
10246,Blitzcrank,Caitlyn,Renekton,Yasuo,Zac,Ezreal,Janna,Kha'Zix,Rumble,Twisted Fate,team1
10247,Ahri,Gnar,Jhin,Pantheon,Vel'Koz,Amumu,Caitlyn,Gnar,Swain,Yone,team2
10248,Azir,Blitzcrank,Elise,Janna,Lux,Kennen,Lee Sin,Lucian,Sett,Veigar,team2
10249,Aatrox,Fizz,Jarvan IV,Jinx,Pyke,Ekko,Kalista,Thresh,Volibear,Xin Zhao,team2
10250,Bard,Corki,Kennen,Kog'Maw,Lee Sin,Cho'Gath,Lucian,Nautilus,Twitch,Zed,team2
10251,Ashe,Fizz,Garen,Master Yi,Soraka,Fiddlesticks,Morgana,Orianna,Riven,Sivir,team2
10252,LeBlanc,Tristana,Vi,Yasuo,Zilean,Annie,Ezreal,Fiora,Lee Sin,Pyke,team1
10253,Bard,Ezreal,Fiora,Master Yi,Vayne,Lux,Nunu & Willump,Vayne,Yasuo,Yone,team2
10254,Ekko,Jhin,Malzahar,Thresh,Urgot,Akali,Lee Sin,Nami,Shen,Sivir,team1
10255,Caitlyn,Garen,Lillia,Nocturne,Vel'Koz,Akali,Galio,Jarvan IV,Quinn,Taliyah,team1
10256,Evelynn,Ezreal,Fiora,Lee Sin,Orianna,Kog'Maw,Lux,Ornn,Ryze,Udyr,team2
10257,Ashe,Cassiopeia,Kha'Zix,Sett,Shen,Akali,Ezreal,Kayn,Ornn,Pyke,team1
10258,Ekko,Fizz,Jhin,Leona,Shen,Gangplank,Janna,Kayn,Miss Fortune,Sylas,team2
10259,Caitlyn,Sylas,Udyr,Yone,Yuumi,Ahri,Illaoi,Jax,Jhin,Senna,team2
10260,Alistar,Gnar,Kai'Sa,Kayn,Yone,Ahri,Kindred,Rakan,Xayah,Yorick,team1
10261,Caitlyn,Fiora,Orianna,Rek'Sai,Vel'Koz,Akali,Ashe,Kayle,Lee Sin,Pyke,team2
10262,Draven,Master Yi,Thresh,Vladimir,Yasuo,Caitlyn,Galio,Kennen,Maokai,Nocturne,team2
10263,Caitlyn,Evelynn,Senna,Tryndamere,Veigar,Akali,Irelia,Lillia,Nautilus,Swain,team2
10264,Ezreal,Jax,Lee Sin,Morgana,Sylas,Jax,Miss Fortune,Riven,Veigar,Yone,team1
10265,Ashe,Leona,Sett,Syndra,Teemo,Cho'Gath,Illaoi,Jhin,Nami,Volibear,team2
10266,Irelia,Jhin,Lee Sin,Lux,Swain,Blitzcrank,Caitlyn,Fiora,Neeko,Volibear,team1
10267,Amumu,Ashe,Malzahar,Thresh,Tryndamere,Caitlyn,Lulu,Olaf,Senna,Urgot,team1
10268,Darius,Kai'Sa,Thresh,Volibear,Zoe,Caitlyn,Ekko,Leona,Sett,Syndra,team2
10269,Ashe,Blitzcrank,Fiddlesticks,Tryndamere,Veigar,Galio,Jhin,Lulu,Master Yi,Poppy,team1
10270,Jhin,Kha'Zix,Mordekaiser,Renekton,Sett,Akali,Neeko,Sett,Thresh,Zed,team1
10271,Akali,Bard,Kai'Sa,Teemo,Vi,Graves,Jayce,Leona,Twitch,Yone,team1
10272,Hecarim,Jinx,Lulu,Ryze,Wukong,Garen,Lucian,Master Yi,Taric,Thresh,team1
10273,Garen,Hecarim,Pyke,Tristana,Veigar,Jayce,Lucian,Malphite,Master Yi,Taric,team2
10274,Ekko,Ezreal,Nunu & Willump,Rek'Sai,Yuumi,Fiddlesticks,Gnar,Kai'Sa,Kassadin,Lulu,team2
10275,Ezreal,Master Yi,Ryze,Thresh,Urgot,Caitlyn,Morgana,Rek'Sai,Yasuo,Zed,team2
10276,Morgana,Rumble,Skarner,Vayne,Zed,Jhin,Master Yi,Riven,Taric,Vel'Koz,team2
10277,Azir,Dr. Mundo,Kindred,Senna,Yone,Gnar,Neeko,Nocturne,Taric,Varus,team1
10278,Caitlyn,Camille,Nautilus,Orianna,Volibear,Jhin,Lux,Master Yi,Taric,Yone,team2
10279,Alistar,Ashe,Ekko,Nasus,Talon,Evelynn,Karma,Mordekaiser,Swain,Vayne,team2
10280,Ezreal,Lux,Mordekaiser,Qiyana,Zed,Ahri,Blitzcrank,Evelynn,Jhin,Malphite,team1
10281,Darius,Kog'Maw,Vi,Ziggs,Zyra,Blitzcrank,Caitlyn,Jax,Teemo,Zed,team2
10282,Aphelios,Irelia,Taliyah,Teemo,Yasuo,Bard,Jayce,Jhin,Kai'Sa,Yasuo,team2
10283,Malphite,Riven,Vladimir,Wukong,Yasuo,Diana,Kindred,Malphite,Riven,Yasuo,team2
10284,Sett,Sion,Thresh,Tristana,Trundle,Ezreal,Nunu & Willump,Thresh,Veigar,Zed,team1
10285,Draven,Karthus,Morgana,Nunu & Willump,Renekton,Ezreal,Rengar,Soraka,Veigar,Zac,team2
10286,Ekko,Kayle,Pyke,Teemo,Vayne,Draven,Kai'Sa,Lux,Rengar,Zed,team2
